Genus,Species,Abundance,ID,Date,Transect,Site
Psammocora,Psammocora profundacella,1,284,2/4/2005,2,South and Palfrey
Porites,Porites massive,16,284,2/4/2005,2,South and Palfrey
Acropora,Acropora humilis,2,285,2/4/2005,3,South and Palfrey
Acropora,Acropora gemmifera,2,285,2/4/2005,3,South and Palfrey
Acropora,Acropora fat dig,9,285,2/4/2005,3,South and Palfrey
Acropora,Acropora nasuta,7,285,2/4/2005,3,South and Palfrey
Acropora,Acropora valida,12,285,2/4/2005,3,South and Palfrey
Acropora,Acropora intermedia,1,285,2/4/2005,3,South and Palfrey
Acropora,Acropora spathulata,3,285,2/4/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,11,285,2/4/2005,3,South and Palfrey
Acropora,Acropora cuneata,10,285,2/4/2005,3,South and Palfrey
Acropora,Acropora anthocercis,1,285,2/4/2005,3,South and Palfrey
Montipora,Montipora monasteriata,2,285,2/4/2005,3,South and Palfrey
Montipora,Montipora grisea,1,285,2/4/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,8,285,2/4/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,285,2/4/2005,3,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,285,2/4/2005,3,South and Palfrey
Hydnophora,Hydnophora microconos,1,285,2/4/2005,3,South and Palfrey
Favia,Favia stelligera,1,285,2/4/2005,3,South and Palfrey
Favia,Favia matthaii,1,285,2/4/2005,3,South and Palfrey
Favites,Favites halicora,3,285,2/4/2005,3,South and Palfrey
Favites,Favites abdita,3,285,2/4/2005,3,South and Palfrey
Favites,Favites flexuosa,1,285,2/4/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,10,285,2/4/2005,3,South and Palfrey
Platygyra,Platygyra sinensis,1,285,2/4/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,2,285,2/4/2005,3,South and Palfrey
Montastrea,Montastrea curta,1,285,2/4/2005,3,South and Palfrey
Montastrea,Montastrea annuligera,1,285,2/4/2005,3,South and Palfrey
Porites,Porites massive,8,285,2/4/2005,3,South and Palfrey
Seriatopora,Seriatopora hystrix,1,286,2/4/2005,4,South and Palfrey
Pocillopora,Pocillopora damicornis,4,286,2/4/2005,4,South and Palfrey
Pocillopora,Pocillopora eydouxi,2,286,2/4/2005,4,South and Palfrey
Galaxea,Galaxea fascicularis,1,286,2/4/2005,4,South and Palfrey
Hydnophora,Hydnophora microconos,3,286,2/4/2005,4,South and Palfrey
Symphyllia,Symphyllia radians,6,286,2/4/2005,4,South and Palfrey
Favia,Favia rotundata,1,286,2/4/2005,4,South and Palfrey
Favia,Favia matthaii,1,286,2/4/2005,4,South and Palfrey
Favia,Favia pallida,1,286,2/4/2005,4,South and Palfrey
Favites,Favites pentagona,1,286,2/4/2005,4,South and Palfrey
Favites,Favites halicora,9,286,2/4/2005,4,South and Palfrey
Favites,Favites abdita,6,286,2/4/2005,4,South and Palfrey
Favites,Favites flexuosa,2,286,2/4/2005,4,South and Palfrey
Goniastrea,Goniastrea retiformis,10,286,2/4/2005,4,South and Palfrey
Goniastrea,Goniastrea aspera,2,286,2/4/2005,4,South and Palfrey
Platygyra,Platygyra pini,3,286,2/4/2005,4,South and Palfrey
Platygyra,Platygyra sinensis,1,286,2/4/2005,4,South and Palfrey
Platygyra,Platygyra daedalea,5,286,2/4/2005,4,South and Palfrey
Platygyra,Platygyra lamellina,1,286,2/4/2005,4,South and Palfrey
Leptoria,Leptoria phrygia,1,286,2/4/2005,4,South and Palfrey
Montastrea,Montastrea curta,1,286,2/4/2005,4,South and Palfrey
Cyphastrea,Cyphastrea serailia,2,286,2/4/2005,4,South and Palfrey
Coeloseris,Coeloseris mayeri,1,286,2/4/2005,4,South and Palfrey
Cyphastrea,Cyphastrea chalcidicum,1,286,2/4/2005,4,South and Palfrey
Porites,Porites massive,22,286,2/4/2005,4,South and Palfrey
Acropora,Acropora humilis,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora gemmifera,8,286,2/4/2005,4,South and Palfrey
Acropora,Acropora fat dig,8,286,2/4/2005,4,South and Palfrey
Acropora,Acropora monticulosa,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora nasuta,5,286,2/4/2005,4,South and Palfrey
Acropora,Acropora valida,3,286,2/4/2005,4,South and Palfrey
Acropora,Acropora lutkeni,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora robusta,2,286,2/4/2005,4,South and Palfrey
Acropora,Acropora intermedia,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora tenuis,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora millepora,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora spathulata,4,286,2/4/2005,4,South and Palfrey
Acropora,Acropora hyacinthus,8,286,2/4/2005,4,South and Palfrey
Acropora,Acropora cytherea,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora cuneata,20,286,2/4/2005,4,South and Palfrey
Montipora,Montipora monasteriata,3,286,2/4/2005,4,South and Palfrey
Montipora,Montipora grisea,2,286,2/4/2005,4,South and Palfrey
Montipora,Montipora foveolata,1,286,2/4/2005,4,South and Palfrey
Acropora,Acropora humilis,2,287,2/4/2005,5,South and Palfrey
Acropora,Acropora fat dig,15,287,2/4/2005,5,South and Palfrey
Acropora,Acropora digitifera,1,287,2/4/2005,5,South and Palfrey
Acropora,Acropora nasuta,4,287,2/4/2005,5,South and Palfrey
Acropora,Acropora valida,4,287,2/4/2005,5,South and Palfrey
Acropora,Acropora tenuis,1,287,2/4/2005,5,South and Palfrey
Acropora,Acropora spathulata,6,287,2/4/2005,5,South and Palfrey
Acropora,Acropora hyacinthus,14,287,2/4/2005,5,South and Palfrey
Acropora,Acropora cuneata,19,287,2/4/2005,5,South and Palfrey
Acropora,Acropora latistella,1,287,2/4/2005,5,South and Palfrey
Montipora,Montipora crassituberculata,1,287,2/4/2005,5,South and Palfrey
Montipora,Montipora monasteriata,3,287,2/4/2005,5,South and Palfrey
Montipora,Montipora grisea,3,287,2/4/2005,5,South and Palfrey
Montipora,Montipora caliculata,1,287,2/4/2005,5,South and Palfrey
Pocillopora,Pocillopora damicornis,9,287,2/4/2005,5,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,287,2/4/2005,5,South and Palfrey
Galaxea,Galaxea fascicularis,2,287,2/4/2005,5,South and Palfrey
Symphyllia,Symphyllia radians,2,287,2/4/2005,5,South and Palfrey
Symphyllia,Symphyllia recta,1,287,2/4/2005,5,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,287,2/4/2005,5,South and Palfrey
Favia,Favia matthaii,1,287,2/4/2005,5,South and Palfrey
Favia,Favia pallida,4,287,2/4/2005,5,South and Palfrey
Favites,Favites pentagona,2,287,2/4/2005,5,South and Palfrey
Favites,Favites halicora,7,287,2/4/2005,5,South and Palfrey
Favites,Favites abdita,7,287,2/4/2005,5,South and Palfrey
Favites,Favites flexuosa,3,287,2/4/2005,5,South and Palfrey
Goniastrea,Goniastrea edwardsi,2,287,2/4/2005,5,South and Palfrey
Goniastrea,Goniastrea retiformis,16,287,2/4/2005,5,South and Palfrey
Goniastrea,Goniastrea aspera,3,287,2/4/2005,5,South and Palfrey
Palauastrea,Platygyra pini,3,287,2/4/2005,5,South and Palfrey
Platygyra,Platygyra daedalea,7,287,2/4/2005,5,South and Palfrey
Leptoria,Leptoria phrygia,2,287,2/4/2005,5,South and Palfrey
Montastrea,Montastrea curta,1,287,2/4/2005,5,South and Palfrey
Montastrea,Montastrea annuligera,2,287,2/4/2005,5,South and Palfrey
Leptastrea,Leptastrea transversa,1,287,2/4/2005,5,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,287,2/4/2005,5,South and Palfrey
Cyphastrea,Cyphastrea chalcidicum,1,287,2/4/2005,5,South and Palfrey
Leptastrea,Leptastrea pruinosa,1,287,2/4/2005,5,South and Palfrey
Montastrea,Montastrea valenciennesi,1,287,2/4/2005,5,South and Palfrey
Porites,Porites massive,7,287,2/4/2005,5,South and Palfrey
Montastrea,Montastrea magnistellata,1,287,2/4/2005,5,South and Palfrey
Acropora,Acropora humilis,5,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora fat dig,10,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora nasuta,3,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora valida,8,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora muricata,2,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora intermedia,2,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora millepora,1,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,8,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora palifera,2,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora cuneata,12,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora selago,1,108,1 /25/2005,1,South and Palfrey
Montipora,Montipora grisea,2,108,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,3,108,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,108,1 /25/2005,1,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,108,1 /25/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,1,108,1 /25/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,1,108,1 /25/2005,1,South and Palfrey
Lobophyllia,Lobophyllia hemprichii,1,108,1 /25/2005,1,South and Palfrey
Favia,Favia matthaii,3,108,1 /25/2005,1,South and Palfrey
Favia,Favia pallida,1,108,1 /25/2005,1,South and Palfrey
Favites,Favites pentagona,1,108,1 /25/2005,1,South and Palfrey
Favites,Favites halicora,1,108,1 /25/2005,1,South and Palfrey
Favites,Favites abdita,7,108,1 /25/2005,1,South and Palfrey
Goniastrea,Goniastrea edwardsi,2,108,1 /25/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,9,108,1 /25/2005,1,South and Palfrey
Platygyra,Platygyra pini,1,108,1 /25/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,4,108,1 /25/2005,1,South and Palfrey
Montastrea,Montastrea curta,1,108,1 /25/2005,1,South and Palfrey
Porites,Porites massive,5,108,1 /25/2005,1,South and Palfrey
Acropora,Acropora humilis,2,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora gemmifera,2,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora fat dig,17,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora monticulosa,2,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora digitifera,6,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora nasuta,5,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora valida,7,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora secale,1,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora robusta,2,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora intermedia,9,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora tenuis,1,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora yongei,1,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora spathulata,2,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,13,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora cuneata,24,223,1 /31/2005,1,South and Palfrey
Montipora,Montipora crassituberculata,1,223,1 /31/2005,1,South and Palfrey
Montipora,Montipora monasteriata,3,223,1 /31/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,16,223,1 /31/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,5,223,1 /31/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,1,223,1 /31/2005,1,South and Palfrey
Hydnophora,Hydnophora microconos,1,223,1 /31/2005,1,South and Palfrey
Seriatopora,Seriatopora hystrix,1,223,1 /31/2005,1,South and Palfrey
Symphyllia,Symphyllia agaricia,3,223,1 /31/2005,1,South and Palfrey
Favia,Favia matthaii,1,223,1 /31/2005,1,South and Palfrey
Favites,Favites halicora,6,223,1 /31/2005,1,South and Palfrey
Favites,Favites abdita,7,223,1 /31/2005,1,South and Palfrey
Favites,Favites flexuosa,2,223,1 /31/2005,1,South and Palfrey
Goniastrea,Goniastrea edwardsi,1,223,1 /31/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,12,223,1 /31/2005,1,South and Palfrey
Platygyra,Platygyra pini,3,223,1 /31/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,2,223,1 /31/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,2,223,1 /31/2005,1,South and Palfrey
Montastrea,Montastrea curta,3,223,1 /31/2005,1,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,223,1 /31/2005,1,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,223,1 /31/2005,1,South and Palfrey
Coeloseris,Coeloseris mayeri,1,223,1 /31/2005,1,South and Palfrey
Fungia,Fungia fungites,1,223,1 /31/2005,1,South and Palfrey
Montastrea,Montastrea valenciennesi,1,223,1 /31/2005,1,South and Palfrey
Porites,Porites massive,35,223,1 /31/2005,1,South and Palfrey
Acropora,Acropora digitifera,2,272,2/4/2005,2,South and Palfrey
Acropora,Acropora nasuta,1,272,2/4/2005,2,South and Palfrey
Acropora,Acropora valida,17,272,2/4/2005,2,South and Palfrey
Acropora,Acropora secale,1,272,2/4/2005,2,South and Palfrey
Acropora,Acropora muricata,1,272,2/4/2005,2,South and Palfrey
Acropora,Acropora robusta,1,272,2/4/2005,2,South and Palfrey
Acropora,Acropora tenuis,1,272,2/4/2005,2,South and Palfrey
Acropora,Acropora millepora,8,272,2/4/2005,2,South and Palfrey
Acropora,Acropora spathulata,1,272,2/4/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,9,272,2/4/2005,2,South and Palfrey
Acropora,Acropora cytherea,4,272,2/4/2005,2,South and Palfrey
Acropora,Acropora loripes,1,272,2/4/2005,2,South and Palfrey
Acro27pora,Acropora cuneata,27,272,2/4/2005,2,South and Palfrey
Montipora,Montipora crassituberculata,3,272,2/4/2005,2,South and Palfrey
Montipora,Montipora monasteriata,1,272,2/4/2005,2,South and Palfrey
Montipora,Montipora grisea,4,272,2/4/2005,2,South and Palfrey
Montipora,Montipora tuberculosa,2,272,2/4/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,17,272,2/4/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,14,272,2/4/2005,2,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,272,2/4/2005,2,South and Palfrey
Stylophora,Stylophora pistillata,1,272,2/4/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,3,272,2/4/2005,2,South and Palfrey
Hydnophora,Hydnophora exesa,1,272,2/4/2005,2,South and Palfrey
Symphyllia,Symphyllia agaricia,3,272,2/4/2005,2,South and Palfrey
Acanthastrea,Acanthastrea echinata,2,272,2/4/2005,2,South and Palfrey
Symphyllia,Symphyllia recta,1,272,2/4/2005,2,South and Palfrey
Favia,Favia matthaii,2,272,2/4/2005,2,South and Palfrey
Favites,Favites pentagona,1,272,2/4/2005,2,South and Palfrey
Favites,Favites halicora,10,272,2/4/2005,2,South and Palfrey
Favites,Favites abdita,5,272,2/4/2005,2,South and Palfrey
Favites,Favites flexuosa,4,272,2/4/2005,2,South and Palfrey
Goniastrea,Goniastrea edwardsi,5,272,2/4/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,12,272,2/4/2005,2,South and Palfrey
Goniastrea,Goniastrea aspera,1,272,2/4/2005,2,South and Palfrey
Goniastrea,Goniastrea pectinata,1,272,2/4/2005,2,South and Palfrey
Platygyra,Platygyra pini,3,272,2/4/2005,2,South and Palfrey
Platygyra,Platygyra sinensis,3,272,2/4/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,3,272,2/4/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,1,272,2/4/2005,2,South and Palfrey
Cyphastrea,Cyphastrea serailia,5,272,2/4/2005,2,South and Palfrey
Echinopora,Echinopora gemmacea,1,272,2/4/2005,2,South and Palfrey
Lobophyllia,Lobophyllia hemprichii,2,272,2/4/2005,2,South and Palfrey
Montastrea,Montastrea valenciennesi,2,272,2/4/2005,2,South and Palfrey
Coeloseris,Coeloseris mayeri,1,272,2/4/2005,2,South and Palfrey
Porites,Porites massive,40,272,2/4/2005,2,South and Palfrey
Acropora,Acropora humilis,2,272,2/4/2005,2,South and Palfrey
Acropora,Acropora gemmifera,5,272,2/4/2005,2,South and Palfrey
Acropora,Acropora fat dig,8,272,2/4/2005,2,South and Palfrey
Acropora,Acropora humilis,2,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora gemmifera,10,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora fat dig,7,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora monticulosa,1,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora digitifera,18,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora nasuta,10,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora valida,4,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora lutkeni,1,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora robusta,4,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora intermedia,1,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora millepora,5,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora spathulata,1,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,11,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora cytherea,5,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora cuneata,44,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora sarmentosa,1,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora microclados,2,273,1 /29/2005,1,South and Palfrey
Montipora,Montipora crassituberculata,3,273,1 /29/2005,1,South and Palfrey
Montipora,Montipora monasteriata,7,273,1 /29/2005,1,South and Palfrey
Montipora,Montipora grisea,2,273,1 /29/2005,1,South and Palfrey
Montipora,Montipora verrucosa,1,273,1 /29/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,10,273,1 /29/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,14,273,1 /29/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,2,273,1 /29/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,2,273,1 /29/2005,1,South and Palfrey
Hydnophora,Hydnophora exesa,2,273,1 /29/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,1,273,1 /29/2005,1,South and Palfrey
Favia,Favia matthaii,1,273,1 /29/2005,1,South and Palfrey
Favia,Favia pallida,2,273,1 /29/2005,1,South and Palfrey
Favites,Favites pentagona,1,273,1 /29/2005,1,South and Palfrey
Favites,Favites halicora,11,273,1 /29/2005,1,South and Palfrey
Favites,Favites abdita,4,273,1 /29/2005,1,South and Palfrey
Favites,Favites flexuosa,3,273,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea edwardsi,1,273,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,30,273,1 /29/2005,1,South and Palfrey
Goniastrea,Goniastrea aspera,2,273,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra pini,6,273,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra sinensis,1,273,1 /29/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,5,273,1 /29/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,4,273,1 /29/2005,1,South and Palfrey
Montastrea,Montastrea curta,1,273,1 /29/2005,1,South and Palfrey
Montastrea,Montastrea annuligera,1,273,1 /29/2005,1,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,273,1 /29/2005,1,South and Palfrey
Montastrea,Montastrea magnistellata,2,273,1 /29/2005,1,South and Palfrey
Porites,Porites massive,45,273,1 /29/2005,1,South and Palfrey
Acropora,Acropora humilis,3,307,2/6/2005,1,South and Palfrey
Acropora,Acropora gemmifera,5,307,2/6/2005,1,South and Palfrey
Acropora,Acropora fat dig,4,307,2/6/2005,1,South and Palfrey
Acropora,Acropora digitifera,10,307,2/6/2005,1,South and Palfrey
Acropora,Acropora nasuta,6,307,2/6/2005,1,South and Palfrey
Acropora,Acropora valida,1,307,2/6/2005,1,South and Palfrey
Acropora,Acropora intermedia,1,307,2/6/2005,1,South and Palfrey
Acropora,Acropora spathulata,4,307,2/6/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,1,307,2/6/2005,1,South and Palfrey
Acropora,Acropora cuneata,20,307,2/6/2005,1,South and Palfrey
Astreopora,Astreopora myriophthalma,1,307,2/6/2005,1,South and Palfrey
Montipora,Montipora crassituberculata,1,307,2/6/2005,1,South and Palfrey
Montipora,Montipora monasteriata,4,307,2/6/2005,1,South and Palfrey
Montipora,Montipora grisea,1,307,2/6/2005,1,South and Palfrey
Montipora,Montipora caliculata,4,307,2/6/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,5,307,2/6/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,4,307,2/6/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,1,307,2/6/2005,1,South and Palfrey
Hydnophora,Hydnophora microconos,2,307,2/6/2005,1,South and Palfrey
Seriatopora,Seriatopora caliendrum,1,307,2/6/2005,1,South and Palfrey
Symphyllia,Symphyllia agaricia,3,307,2/6/2005,1,South and Palfrey
Symphyllia,Symphyllia recta,2,307,2/6/2005,1,South and Palfrey
Acanthastrea,Acanthastrea echinata,1,307,2/6/2005,1,South and Palfrey
Favia,Favia matthaii,2,307,2/6/2005,1,South and Palfrey
Favia,Favia pallida,4,307,2/6/2005,1,South and Palfrey
Favites,Favites pentagona,1,307,2/6/2005,1,South and Palfrey
Favites,Favites halicora,3,307,2/6/2005,1,South and Palfrey
Favites,Favites abdita,10,307,2/6/2005,1,South and Palfrey
Favites,Favites flexuosa,1,307,2/6/2005,1,South and Palfrey
Goniastrea,Goniastrea edwardsi,4,307,2/6/2005,1,South and Palfrey
